PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
00TLz,8/p3Q2p/6p1/4p1k1/5q2/8/Pr4PP/6K1 b - - 1 36,f4f6 h2h4 g5f5 g2g4 f5g4 e7f6,1486,74,81,534,advantage deflection endgame long,https://lichess.org/iQZPp2A2/black#71,
00TOX,b7/p1k1pp2/1pn2qp1/8/4B3/1PNR4/P1P2PP1/5K2 b - - 1 26,a7a6 c3d5 c7b8 d5f6,783,75,86,202,crushing endgame fork short,https://lichess.org/bAOdaE0p/black#51,
00TOt,5bk1/5ppp/8/Q7/3p4/8/P1K1q2P/2R5 w - - 2 33,a5d2 d4d3 c2c3 f8b4,1460,74,91,1410,crushing endgame short,https://lichess.org/azv2NWmg#64,
00TQf,4r1k1/p1R1n2p/4N3/5rK1/8/6PP/P3R3/8 w - - 3 46,g5g4 h7h5 g4h4 e7g6,1334,75,97,519,endgame mate mateIn2 short,https://lichess.org/aPLWBAFg#90,
00TRo,5q1k/2r3p1/1p2p2b/3p2NQ/3P4/1p6/5R2/6K1 b - - 1 38,f8b4 h5e8 b4f8 f2f8,1616,75,94,3356,endgame mate mateIn2 short,https://lichess.org/h4dPcMj5/black#75,
00TU2,1k1r4/1p3Qp1/p2q3p/3N4/1b6/8/PP3PPP/2R3K1 w - - 4 22,d5b4 d6d1 c1d1 d8d1,508,81,95,1181,backRankMate endgame mate mateIn2 sacrifice short,https://lichess.org/p32396Rd#42,
00Ta0,4k3/1R6/6p1/4Np1p/7P/2r3PK/5b2/8 w - - 11 47,e5g6 c3g3 h3h2 g3g6,1007,75,96,1944,crushing endgame fork short,https://lichess.org/kDwb7v3y#92,
00Tdk,r6r/4kppp/2pNpnq1/p1P1n3/8/B3P3/PP2QPPP/3R1RK1 w - - 7 20,e2d2 e5f3 g1h1 f3d2,1003,78,93,1612,crushing middlegame pin short,https://lichess.org/UgDWX5rx#38,
00Tge,8/5k2/8/1p1p2pN/1PpP1nP1/2P1KP2/8/8 b - - 10 58,f4h5 g4h5 f7g7 f3f4,1080,75,97,1890,crushing endgame short,https://lichess.org/Jri9vZwO/black#115,
00TiV,8/1kp5/4n3/3pN3/r2P3R/2K4P/8/8 w - - 5 48,e5f3 a4a3 c3c2 a3f3,1132,78,93,1152,crushing endgame short skewer,https://lichess.org/Wm6c0Vk6#94,
00Tll,5r1k/1pp3p1/7p/pP1N4/P3P3/2PP3P/3BnbPK/R7 w - - 2 27,d5c7 f2g3 h2h1 g3c7,1569,75,93,1192,advantage endgame fork short,https://lichess.org/rnssRcMM#52,
00TuA,8/6p1/8/pp2k1p1/2p2p2/2P1KPPP/PP6/8 w - - 0 37,e3f2 f4g3 f2g3 e5f5,2196,81,90,1191,crushing defensiveMove endgame pawnEndgame short,https://lichess.org/qtped91w#72,
00TxB,r2qkb1r/pp3ppp/2pp1nn1/8/4PB2/2N2B2/PPP2PPP/R2Q1RK1 w kq - 2 10,f1e1 g6f4,877,84,95,2229,advantage hangingPiece oneMove opening,https://lichess.org/J5i5UOW9#18,Philidor_Defense Philidor_Defense_Other_variations
00U2C,8/8/6RP/2p5/p1k1pP2/4P3/np1K4/8 w - - 0 48,g6b6 a2b4 b6b4 c4b4 d2c2 b4a3 h6h7 a3a2,2387,77,90,1462,crushing defensiveMove endgame master quietMove veryLong,https://lichess.org/ZQ9GNX6h#94,
00UEs,8/3R3p/5kp1/8/2Bnp3/1P5P/P6r/4K3 b - - 1 40,f6e5 d7d5 e5f4 d5d4,1559,76,88,876,advantage deflection endgame short,https://lichess.org/Owc0qiXL/black#79,
00UF4,rnbQ1b1r/pp2n2p/2p2k2/1q2p1p1/3P4/5N2/P1P2PPP/R1B1K2R b KQ - 0 13,f8g7 c1g5 f6f7 d8e7,1648,75,94,140,crushing middlegame short,https://lichess.org/xkouJg1l/black#25,Scandinavian_Defense Scandinavian_Defense_Main_Line
00UHZ,3n2k1/6p1/pp3p1p/8/2r1NR1P/6P1/1PP5/1K6 b - - 1 32,d8e6 e4f6 g7f6 f4c4,1073,78,89,3453,advantage discoveredAttack endgame short,https://lichess.org/bQ4MdAO1/black#63,
00UHs,r4rk1/ppp3pp/4p3/2P4P/1nNP2q1/P3QP2/1Pb2K2/R4B1R b - - 0 22,c2e4 c4e5 b4d5 e5g4 d5e3 f2e3,2244,77,90,375,crushing long middlegame,https://lichess.org/wLdDSwHk/black#43,
00UI2,2r3nr/p5pp/b3kp2/3p4/4p3/BP3P2/P1PN2PP/2KR3R b - - 0 18,f6f5 f3e4 f5e4 d2e4 d5e4 d1d6 e6f7 d6a6,1961,75,93,2647,clearance crushing fork middlegame sacrifice veryLong,https://lichess.org/eellQ95m/black#35,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_English_Variation
00UJP,1r2q1k1/R1p4p/3pNp2/3P4/1p3pbb/1BP5/1P3PPK/Q4R2 w - - 2 28,a7c7 h4g3 h2g1 e8h5 c7g7 g8h8 f2g3 f4g3 f1f3 h5h2,2151,79,89,520,crushing middlegame sacrifice veryLong,https://lichess.org/qkY18hUD#54,
00UOA,6k1/5p1p/4pbp1/p2p4/2rP1P2/P3B1P1/1P2R1KP/8 b - - 0 30,f6d4 b2b3 c4c2 e2c2,1661,75,84,203,advantage endgame short,https://lichess.org/DUwr5LiX/black#59,
00UQj,6r1/pp1qbpk1/8/2pPp1r1/2P1Pp2/P1N2Qp1/3B2K1/R6R w - - 0 31,h1h3 d7h3 g2h3 g3g2,2402,91,90,1427,advancedPawn crushing master middlegame sacrifice short,https://lichess.org/uZNJ299M#60,
00UTH,3r3r/q4pk1/p4N2/1p2PQp1/P4n2/3p1P1P/1P4P1/3RR1K1 w - - 0 32,g1h2 h8h3 f5h3 f4h3,1890,75,81,123,crushing middlegame short,https://lichess.org/X5eq2VgN#62,
00UV8,3r4/7p/p3nkp1/1b6/4P2P/1B2B3/P4KP1/8 b - - 1 38,e6d4 e3g5 f6e5 g5d8,1471,286,100,8,endgame equality short skewer,https://lichess.org/xzJR462D/black#75,
00UZP,5r1k/ppQ3p1/6qp/5r2/3Pp1b1/2P5/P2B1PPP/R4R1K w - - 5 22,c7b7 f5f2 f1f2 f8f2,1745,75,87,486,crushing middlegame short,https://lichess.org/4HQMl1VG#42,
00UgJ,1r1q1rk1/1b4b1/4p1pp/3pP3/p2B2P1/3B3Q/PPP5/2KR3R w - - 0 23,d3g6 d8g5 c1b1 g5g6,913,91,94,1827,advantage fork middlegame short,https://lichess.org/9kzSQDr4#44,
00Ui0,r5k1/5pp1/2p5/P1N4p/2Pp1n2/1P3P2/5P1P/3R2K1 w - - 1 26,d1d4 f4e2 g1f1 e2d4,637,100,94,1737,crushing endgame fork short,https://lichess.org/R2pJ0rIG#50,
00UkB,8/8/n1R4p/P5p1/r4p1k/7P/5PK1/8 b - - 5 50,a4a5 c6h6,962,157,100,13,endgame mate mateIn1 oneMove,https://lichess.org/A2DzkmFy/black#99,
00Uwn,3r1rk1/p1p2pbp/1p4p1/7n/4P3/1P2BP1q/P1B3QP/3R1R1K b - - 6 23,h3h4 e3g5 h5g3 g2g3,1581,74,94,2403,advantage fork middlegame short,https://lichess.org/Nqhta4GU/black#45,
00V0G,8/6P1/5k1K/8/8/3p4/PR6/6r1 w - - 1 49,b2d2 g1h1 d2h2 h1h2,1133,77,90,691,endgame mate mateIn2 rookEndgame short,https://lichess.org/UYjzL2st#96,
00V8g,8/4k3/8/1K1n4/P7/8/1P6/8 b - - 0 57,d5c7 b5c6 e7d8 c6b7 d8d7 a4a5,2447,83,77,82,crushing defensiveMove endgame knightEndgame long,https://lichess.org/iPi2LNEj/black#113,
00VC1,1k2r3/p2r1R2/2Q5/1p5p/P1P3p1/8/6PP/7K w - - 2 44,c6d7 e8e1 f7f1 e1f1,439,117,71,479,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/EjJXrCqs#86,
00VEX,4r1k1/3b1pp1/1B3q1p/r7/P1p1Q3/2P4P/5PP1/R4RK1 w - - 1 27,b6d4 e8e4 d4f6 g7f6,1315,76,80,265,crushing middlegame short,https://lichess.org/8qPPWVm7#52,
00VFK,8/6pk/7p/Q7/6P1/3q3K/1P5P/8 w - - 1 45,h3h4 g7g5 a5g5 h6g5,1075,80,93,943,crushing endgame master queenEndgame short,https://lichess.org/cuisbvqQ#88,
00VGt,3K4/8/2P5/6pp/1n6/5PkP/R5P1/8 w - - 3 61,a2a5 b4c6 d8d7 c6a5,746,84,91,340,crushing endgame fork short,https://lichess.org/kgtHwkuS#120,
00VIe,8/8/8/P6p/8/2RnkN2/r7/3K4 w - - 1 60,f3e1 a2d2,1624,84,94,15145,endgame mate mateIn1 oneMove,https://lichess.org/ugqyRWZm#118,
00VJF,2rr2k1/1pq2pp1/1B2pnp1/1Q1p4/8/2P2B2/PP4Pb/3RR2K b - - 1 32,c7d7 b5d7 f6d7 b6d8,1231,78,85,349,advantage middlegame short,https://lichess.org/x96V69hr/black#63,
00VNr,5rk1/npp3p1/p3pr1p/2b5/3NR3/4B2P/PPP2PP1/R5K1 w - - 5 22,e4e6 c5d4 e6f6 d4f6 e3a7 b7b6,1823,74,93,2306,crushing defensiveMove long middlegame,https://lichess.org/fNuigLTb#42,
00VQ7,r2q1r1k/pppn2pp/2n1B3/6b1/5B2/2N2Q2/PPP3PP/2KR1R2 w - - 1 15,f4g5 d8g5 c1b1 f8f3,1607,99,73,23,crushing middlegame short,https://lichess.org/mstWBf97#28,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
00VSe,6nr/1pN2ppp/p2Qbk2/2B1p3/3nq3/8/PP2BPPP/5K1R w - - 8 19,c5d4 e4b1 e2d1 b1d1,821,100,94,491,mate mateIn2 middlegame short,https://lichess.org/xBVkshTD#36,Sicilian_Defense Sicilian_Defense_Lowenthal_Variation
00VT0,1r3b1r/pp1bk1pp/6q1/3QPn2/3P1B2/2P5/PP4PP/RN3RK1 w - - 3 17,e5e6 d7c6 d5c6 b7c6,1752,75,92,1050,crushing middlegame short,https://lichess.org/S9Wa2sWM#32,Italian_Game Italian_Game_Two_Knights_Defense
00VXe,rn1q1knr/pbpp4/1p2ppQ1/6N1/1bPP3p/2N3B1/PP2PPPP/R3KB1R b KQ - 0 10,f6g5 g3e5 h8h7 g6h7,1519,78,86,74,advantage middlegame short,https://lichess.org/3VBJUDYD/black#19,English_Defense English_Defense_Other_variations
00Vdx,2k3rr/ppp2p1p/2np1B2/8/4P3/2NB1b2/PPP2PPP/R4RK1 w - - 1 13,f6h8 g8g2 g1h1 g2g4,1441,75,91,246,discoveredAttack kingsideAttack mate mateIn2 middlegame short,https://lichess.org/z9NeMacX#24,Kings_Pawn_Game Kings_Pawn_Game_Busch-Gass_Gambit
00ViT,6k1/5pp1/4p2p/1p1bPP2/1P1P1KP1/1r6/3B1R1P/8 w - - 0 37,f5f6 g7g5,1405,111,69,64,endgame mate mateIn1 oneMove,https://lichess.org/GZhSC72T#72,
00VoA,r3r1k1/2pqbppp/ppn2n2/3p4/NP1P2b1/P3P1P1/1BQ1NPBP/2R1K2R b K - 1 14,g4f5 c2c6 d7c6 c1c6,1492,75,88,1521,advantage middlegame short,https://lichess.org/K5lY640W/black#27,Anderssens_Opening Anderssens_Opening_Other_variations
00Vqp,8/5ppp/4p3/p6k/6R1/4P2P/3q1PP1/2R3K1 w - - 2 33,c1c7 d2d1 g1h2 d1d6 g2g3 d6c7,1562,75,81,206,crushing endgame fork long queenRookEndgame,https://lichess.org/XBjzqhJt#64,
00Vt0,1k4r1/pp3p2/3qp3/2N5/1P1bp3/P3P3/5P2/2RR1K2 b - - 1 27,d6e5 c5d7 b8a8 d7e5,797,99,96,578,advantage endgame fork short,https://lichess.org/Slko3RVs/black#53,
00W3Q,3r1k2/5p2/Np3P1p/1P2pR2/2p1N3/b1P1n3/P5PP/6K1 w - - 0 32,f5e5 d8d1 g1f2 e3g4 f2e2 d1d3,2157,92,83,49,advantage endgame fork long master masterVsMaster,https://lichess.org/aznxTSjS#62,
00W5B,1r4k1/p5pp/5p2/2Rb4/1P4P1/P2r4/3P3P/3B1RK1 b - - 3 34,d3d2 c5d5 d2d5 d1b3 g8f8 b3d5,1404,75,81,259,advantage attraction endgame long pin sacrifice,https://lichess.org/6Gi4gAvw/black#67,
00WDP,1r2kb1r/p4ppp/Q1n5/2qpP1Bb/8/5N1P/P2N1PP1/R4RK1 b k - 2 16,b8b6 a6c8 c6d8 c8d8,1195,77,89,475,mate mateIn2 middlegame short,https://lichess.org/8oXY3LOe/black#31,Bishops_Opening Bishops_Opening_Ponziani_Gambit
00WJN,5Q2/7K/8/8/4p2P/3kq3/8/8 b - - 1 53,e3g3 f8a3 d3d2 a3g3,1365,76,85,604,crushing endgame queenEndgame short skewer,https://lichess.org/27eUCFoJ/black#105,
00WNb,8/8/1KpB4/Pb6/1P5p/5k2/8/8 b - - 3 55,f3g2 a5a6 g2f3 a6a7,1051,76,83,237,advancedPawn bishopEndgame crushing endgame master short,https://lichess.org/y1pq4fXt/black#109,
00WT8,r4rk1/ppp3pp/1b1p4/3P2q1/4B3/2P3P1/PP2QPK1/R4R2 w - - 0 20,f1h1 f8f2 e2f2 b6f2,969,77,94,716,advantage fork middlegame short,https://lichess.org/nOoSj8Dd#38,
00WTN,8/7R/B2k4/2pnp3/P7/3KP3/1r6/8 w - - 1 43,a6c4 e5e4 d3e4 d5f6,1920,75,96,5440,attraction crushing endgame master short,https://lichess.org/BRK2G49n#84,
00WUu,r3k1nr/pp3ppp/1q2b3/8/1n1p4/6P1/PB1QPPBP/R3K1NR w KQkq - 0 13,b2d4 b6d4 d2d4 b4c2 e1f1 c2d4,1544,77,88,1089,attraction crushing fork long opening sacrifice,https://lichess.org/lxJ3tlcz#24,Queens_Gambit_Declined Queens_Gambit_Declined_Tarrasch_Defense
00WbE,5rk1/2pp1q1p/n5p1/pp1PP3/3PB1PP/P2Q1p2/5P2/R5K1 w - - 0 25,d3b5 f7f4 b5d7 f4e4,1719,77,79,48,crushing endgame short,https://lichess.org/kCb1myun#48,
00WcO,r1b1kb1r/ppp4p/3p1q1p/1B1Qp3/4P3/2N5/PPP2PPP/R3K2R b KQkq - 1 10,c7c6 b5c6 b7c6 d5c6,960,79,52,265,crushing middlegame short,https://lichess.org/azvNmdyf/black#19,Italian_Game Italian_Game_Other_variations
00Wfh,r2q2k1/1p2b1p1/p1np1r1p/2BR4/4p3/7P/PP1Q1PPN/3R2K1 b - - 1 19,d8a5 d2a5 c6a5 c5d4,2263,82,52,38,advantage master middlegame short,https://lichess.org/LDXI3geE/black#37,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit
00Wfu,3qr1k1/p4p1p/6p1/3pQ3/8/1P3P2/P5PP/3R2K1 w - - 2 26,e5d5 e8e1 d1e1 d8d5,1332,107,73,27,advantage deflection endgame master short,https://lichess.org/gxWHwrUj#50,
00Wi9,8/8/3n1P2/2k5/2pp1K2/P7/8/3B4 w - - 2 63,f4e5 d4d3 f6f7 d6f7,1881,74,97,2066,crushing endgame short,https://lichess.org/kGGKKGh6#124,
00WiB,3q1rk1/4pp1p/p4Pp1/4p1P1/b1PpP2Q/3n3P/Pr2N1B1/R4RK1 b - - 1 22,b2e2 h4h6 e7f6 g5f6 d8f6 f1f6,1353,74,93,1019,advantage long master middlegame,https://lichess.org/DU4WJjPm/black#43,
00WlQ,2r1r1k1/pp3pp1/4bb1p/2qp4/Q7/1PNRPN2/P4PPP/3R2K1 w - - 0 19,c3d5 e6d5 a4e8 c8e8,1129,76,93,1266,crushing middlegame short,https://lichess.org/ykiI26Nj#36,Queens_Gambit_Declined Queens_Gambit_Declined_Exchange_Variation
00WmI,1nbqkbnr/r4ppp/p7/1ppB4/8/2NP4/PPP2PPP/R1BQK1NR w KQk - 1 8,c1e3 b5b4,1313,76,72,142,advantage oneMove opening,https://lichess.org/Xj2zo6H9#14,Sicilian_Defense Sicilian_Defense_Bowdler_Attack
00WnZ,r1b1kb1r/pp2q3/2n3p1/2p1P2p/5Q2/1P2pN2/PBP3PP/2KR1B1R w kq - 0 16,f4e3 f8h6 e3h6 h8h6,1150,76,89,194,advantage middlegame pin short,https://lichess.org/N1ZbVg79#30,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Modern_Variation
00WoW,8/4kppR/r1p1p2p/p3P2P/4P1P1/1pP1KP2/6B1/8 w - - 0 29,e3d2 a5a4 g2f1 a4a3 f1a6 a3a2,2242,77,95,777,advancedPawn advantage endgame long quietMove sacrifice,https://lichess.org/cuQl3aZ8#56,
00WqT,r4r2/1ppb1p2/p2p2pk/5P2/4P3/2PBB1R1/PKP2P1q/8 b - - 4 26,h6h5 d3e2 h5h4 e3g5,1606,75,97,14732,mate mateIn2 middlegame short,https://lichess.org/HcfiWViE/black#51,
00Wqc,4k3/5p2/3P4/p5p1/6Pp/1P1K3n/P7/2B5 w - - 0 33,d3e3 h3f4 e3f3 h4h3,1594,148,88,6,crushing endgame quietMove short,https://lichess.org/dR2Wb2zs#64,
00WsE,r2qkb1r/1Q1npppp/p2pb3/8/4P3/5N2/PPP2PPP/R1B1KB1R w KQkq - 1 9,f1a6 d8a5 b2b4 a5a6 b7a6 a8a6,1444,83,80,48,advantage long opening,https://lichess.org/rbi2PN9x#16,Sicilian_Defense Sicilian_Defense_Modern_Variations
00WvA,6k1/5pp1/2p4p/1pP5/qP2P3/5P2/1QKR2P1/4r3 w - - 11 42,b2b3 e1c1 c2c1 a4b3,1188,77,93,3854,crushing deflection endgame short,https://lichess.org/BrNXLzGk#82,
00Wyh,2r5/8/8/pNp1r2p/3kNppP/1P1P4/2R2K2/8 b - - 2 42,d4d3 c2d2 d3e4 b5d6,1753,77,94,10458,endgame mate mateIn2 sacrifice short,https://lichess.org/2mLJufzX/black#83,
00WzB,8/8/8/P1K1p3/5k1p/5b1B/5P2/8 w - - 3 46,h3f1 f3a8 c5d6 e5e4 f1g2 f4g4 a5a6 h4h3 g2h1 e4e3 h1a8 e3f2 a8f3 g4g3 a6a7 f2f1q a7a8q f1f3,2895,110,91,1734,advancedPawn bishopEndgame crushing endgame promotion quietMove veryLong,https://lichess.org/VEqrGfJg#90,
00WzS,r2qk2r/2pn1p1n/pp1p2bp/3Pp1bB/PPP1P3/2N1B3/3N2PP/R2Q1RK1 w kq - 3 17,h5g6 g5e3 g1h1 f7g6,1474,76,92,292,advantage hangingPiece intermezzo middlegame short,https://lichess.org/pGUj7Dyu#32,St_George_Defense St_George_Defense_Other_variations
00X0Q,6R1/8/8/8/1KP5/3r4/PP3kp1/8 w - - 3 52,c4c5 d3g3 g8g3 f2g3 c5c6 g2g1q,1413,75,99,955,advancedPawn crushing endgame long promotion rookEndgame,https://lichess.org/aWPHCaqm#102,
00X1l,5r1k/Q6p/1pb3p1/4q3/4p3/1BP2p1P/PP4P1/5RK1 b - - 0 30,f3g2 f1f8,852,100,83,368,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/IPGWdtue/black#59,
00X2S,2kr4/1p4pp/p1p1b3/Q3Bq2/8/4PB2/1PP2PPP/1K6 b - - 2 24,g7g5 a5c7,1134,244,30,16,endgame mate mateIn1 oneMove,https://lichess.org/4JI17kTq/black#47,
00X2j,8/5KP1/R1k5/8/2pp4/8/8/6r1 b - - 1 50,c6c5 a6g6 g1g6 f7g6 d4d3 g7g8q,1563,75,98,4982,advancedPawn crushing endgame long promotion rookEndgame,https://lichess.org/GY1HtJCo/black#99,
00X5w,r2q1r1k/1ppbb1pn/p1n4p/3Qpp2/B3P3/2P2N1P/PP3PP1/R1B1RNK1 w - - 2 14,f3e5 c6e5 a4d7 e5d7,1249,75,93,4357,advantage middlegame short,https://lichess.org/tzCvvvDs#26,Ruy_Lopez Ruy_Lopez_Morphy_Defense
00XAG,1r1r2k1/p3ppb1/b3q1pp/2p5/2N5/1Q1RB3/P4PPP/2R1N1K1 b - - 0 21,b8b3 d3d8 g8h7 a2b3,1901,200,29,27,advantage hangingPiece intermezzo middlegame short,https://lichess.org/cfhyIaNG/black#41,
00XCT,6Q1/7K/2k5/3r4/8/8/8/8 w - - 5 82,h7h8 d5h5 g8h7 h5h7,1040,86,100,181,endgame equality queenRookEndgame short,https://lichess.org/I94rnuWS#162,
00XNY,2r5/p4p1k/1p1pq3/2p2p2/7R/2Q4P/1P3PP1/6K1 b - - 1 34,h7g8 c3h8,501,94,79,105,endgame mate mateIn1 oneMove,https://lichess.org/eG661aPJ/black#67,
00XPO,r2q1r1k/1pp3p1/1b2b2p/3n4/pP6/P1P2N1P/1BB2PP1/R2QK2R w KQ - 0 20,d1d3 e6f5 e1c1 f5d3,1726,75,93,426,crushing middlegame short,https://lichess.org/ybuM6OK3#38,
00XPh,2br3k/5p1p/ppn2Np1/2b1q1P1/2P1p2N/P7/1PQ1B1K1/R4R2 w - - 6 27,c2c1 c5d6 c1f4 e5f4 f1f4 d6f4,2444,76,81,367,crushing long middlegame,https://lichess.org/8CP4mZnr#52,
00XTV,8/2k4p/p2p2p1/2pP1p2/2P4P/3K4/P2R1PP1/4r3 w - - 0 28,d2e2 e1e2 d3e2 c7b6 e2f3 b6a5 a2a3 a5a4,1629,74,94,10519,crushing endgame master rookEndgame veryLong,https://lichess.org/6kM7Fimp#54,
00XXM,3r1br1/Qpqk1p2/p1p1p2p/3nP3/8/2P1NP1N/PP6/1K1R3R b - - 3 25,f8e7 c3c4 b7b6 a7c7 d7c7 c4d5,1759,73,95,9473,advantage long middlegame pin,https://lichess.org/Pd55n9kL/black#49,
00XZR,8/2p5/p1n5/1pP1p2k/1P1p4/P2P3P/5P2/R4KRq b - - 9 34,h1h3 f1e2 e5e4 g1h1 e4d3 e2d2,1638,74,92,753,crushing defensiveMove endgame long pin,https://lichess.org/cvl7Zq2b/black#67,
00XbN,6k1/R4p1p/6P1/3p4/8/2b5/1r2rBPP/5RK1 b - - 0 26,e2f2 g6f7 g8f8 a7a8,2155,75,91,1952,advancedPawn advantage endgame short,https://lichess.org/RsJhaWfC/black#51,
00Xfn,rn4k1/pp1q1r2/2pp2B1/3P4/2PB2b1/8/P2K1PP1/7R b - - 1 21,c6d5 h1h8,1416,89,75,320,mate mateIn1 middlegame oneMove,https://lichess.org/UcRGVasb/black#41,
00Xiu,8/pp3Q1p/1n2B1pk/8/6Pq/7P/PPP2P2/2K5 w - - 10 31,f2f4 h4e1,608,84,79,145,endgame mate mateIn1 oneMove,https://lichess.org/cVckB6RZ#60,
00XoP,6r1/p6k/1p4rp/3q1Q2/8/P7/4Rp1P/5R1K w - - 0 37,f5d5 g6g1 f1g1 f2g1q,694,86,75,60,advancedPawn endgame mate mateIn2 promotion queenRookEndgame short,https://lichess.org/KLJMqvTZ#72,
00Xop,r2q1rk1/2p2nbp/1B1p2p1/4p1N1/4P1P1/1bN4P/PP1Q1P2/2KR3R w - - 0 18,b6c7 d8c7 a2b3 f7g5,2501,93,89,909,crushing hangingPiece master middlegame short,https://lichess.org/Bw3qJ0LJ#34,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
00Xp9,r2r2k1/p4ppp/1p6/N1p1n3/4n3/P3P3/1P2BPPP/1R1R2K1 w - - 0 20,a5c4 e5c4 e2c4 e4d2,1917,102,88,25,crushing master middlegame short,https://lichess.org/y5EZvhc9#38,
00Xr8,6k1/pp1n3p/2p1bppb/2q1p3/2P1P3/1PQN1PPP/PB4BK/8 b - - 5 25,c5e3 b2c1 e3d4 c3d4 e5d4 c1h6,1479,75,89,304,crushing long middlegame,https://lichess.org/mvexWrte/black#49,
00Y1c,5rk1/Q4p2/5p1p/2q5/8/8/P1r2PPP/3RR1K1 w - - 4 23,a7d7 c5f2 g1h1 f2g2,839,85,96,427,endgame mate mateIn2 short,https://lichess.org/T4YH4yAb#44,
00Y5Q,rnbq1rk1/pp2b2p/4p2p/3p1p1Q/2pP4/P1N5/1PP1PPPP/2KR1BNR w - - 0 11,h5h6 e7g5 h6g5 d8g5,870,91,95,883,crushing fork opening short,https://lichess.org/56Atk60f#20,Richter-Veresov_Attack Richter-Veresov_Attack_Other_variations
00YCP,2k3nr/1ppr2pp/p3pp2/2b5/5P2/1N2nN2/PP4PP/1RB1R1K1 b - - 3 15,c5a7 c1e3 a7e3 e1e3,884,81,89,336,advantage middlegame short,https://lichess.org/UMVnTZ8x/black#29,Englund_Gambit Englund_Gambit_Other_variations
00YHj,5k2/1p6/8/4p2B/1R2Pp1p/3r1KpP/8/8 w - - 1 50,f3e2 d3e3 e2f1 f4f3 h5f3 e3f3,2263,80,91,7517,crushing endgame long,https://lichess.org/BqUcvzk5#98,
00YMX,r5k1/1p2pp2/p2p3B/3P1P2/2P1P3/3p3Q/Pq6/R4K2 w - - 0 29,h3g4 g8h7 a1e1 h7h6,1608,209,100,11,defensiveMove endgame equality short,https://lichess.org/78vTggqs#56,
00YYk,2kr2r1/1p1q3p/p1nb4/2p1p3/2N1R3/3P1QP1/PPP5/R1B3K1 b - - 4 22,d8f8 f3f8 g8f8 c4b6 c8c7 b6d7,1959,75,90,804,advantage fork long middlegame sacrifice,https://lichess.org/zIkElcfI/black#43,
00YbG,8/7p/3k2p1/p5P1/P2K4/8/8/8 b - - 4 47,d6c6 d4c4 c6d6 c4b5,1752,78,62,64,crushing endgame pawnEndgame short zugzwang,https://lichess.org/onsKQucl/black#93,
00YbZ,b6k/8/6p1/4q2p/1Q3r1P/P1N3R1/1PP3PK/8 w - - 3 35,b4b6 f4h4 h2g1 e5e1,1433,75,94,5078,endgame mate mateIn2 pin short,https://lichess.org/gzVgXweE#68,
00Ybq,2rr4/4kp2/p3p2q/1p3nNP/3PQP2/P1N5/1P3K2/6R1 b - - 0 34,d8d4 e4b7 d4d7 b7c8,1176,76,93,1982,crushing fork middlegame short,https://lichess.org/TunHPHtZ/black#67,
00Ydr,r2qkb1r/p2p2pb/1p1PpN2/2p1Pp2/2P2P1P/4K3/PP2B1P1/3Q3R b kq - 2 21,g7f6 e2h5 h7g6 h5g6,1076,89,80,34,mate mateIn2 middlegame short,https://lichess.org/3hQsr2bX/black#41,
00YeV,r2qr1k1/ppp2ppp/2nbp3/5b2/3P4/2P1BN2/P1PQBPPP/3R1RK1 b - - 7 11,d8f6 e3g5 f6g6 f3h4 h7h6 h4g6,1375,75,80,161,crushing long middlegame trappedPiece,https://lichess.org/wqxB0iyn/black#21,Scandinavian_Defense Scandinavian_Defense_Marshall_Variation
00Yey,r3kb1r/4ppp1/3q2p1/p2p4/Pp1Pn3/6N1/1PP1QPPP/R1B1R1K1 w kq - 4 17,g3e4 d6h2 g1f1 h2h1,955,81,93,128,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/arVbaWDk#32,Caro-Kann_Defense Caro-Kann_Defense_Two_Knights_Attack
00Ygn,5rk1/p3Rp1p/5pp1/np1q4/r2P4/2P2N2/PQ3PPP/2R3K1 w - - 4 22,e7a7 a5c4 a7a4 c4b2,1523,76,94,616,crushing middlegame short,https://lichess.org/B6LsArpZ#42,
00YhS,7K/8/8/5p2/4kP2/8/6P1/8 w - - 1 62,g2g3 e4f3 h8g7 f3g3 g7f6 g3f4,982,107,68,44,crushing endgame long pawnEndgame,https://lichess.org/JnQJMMAX#122,
00Yjy,6k1/5p1p/B2bp2q/5p2/6rP/1P4P1/1Q3P2/5R1K w - - 3 34,f1d1 g4h4 g3h4 h6h4 h1g2 h4g4 g2f1 g4d1,2019,78,68,66,crushing endgame exposedKing fork sacrifice veryLong,https://lichess.org/f0Kyo2Fh#66,
00YqR,5k2/p1p4p/1pPpBp2/2qP3b/8/2PQ4/P6P/7K w - - 0 33,d3h7 h5f3,894,79,100,92,endgame mate mateIn1 oneMove,https://lichess.org/5b6k1W51#64,
